0.042075	-0.954684	0.091977	-0.272534	0.181818	0.588957	0.405152	0.462687	0.373737	0.234043	-0.287939	-0.759116	-0.261933	-0.452377	-0.724138	-0.293233	-0.727273	-0.396226	-0.380282	-0.655172	0.241551	-0.716951	0.336620	-0.098604	0.197368	0.239573	0.137380	0.821306	0.196850	-0.163399	1.000000
-0.482323	-0.594860	-0.464032	-0.716988	0.363636	-0.073620	-0.259953	-0.194030	0.040404	0.106383	-0.839189	-0.765746	-0.862413	-0.923840	-0.586207	-0.533835	-0.813131	-0.584906	-0.605634	-0.724138	-0.463536	-0.374733	-0.472185	-0.726504	0.421053	-0.033948	-0.143770	0.195876	-0.047244	-0.098039	1.000000
-0.361162	-0.127494	-0.311589	-0.631135	0.090909	0.288344	-0.002342	-0.203980	0.020202	0.148936	-0.927562	-0.642431	-0.877114	-0.953649	-0.724138	-0.142857	-0.722222	-0.396226	-0.661972	-0.517241	-0.494842	0.065565	-0.418397	-0.748083	0.236842	0.445199	0.108626	0.518900	-0.196850	0.150327	1.000000
-0.284491	0.205952	-0.268330	-0.562842	0.109091	-0.134969	-0.231850	-0.263682	0.252525	-0.106383	-0.813111	-0.702541	-0.800028	-0.903817	-0.724138	-0.398496	-0.762626	-0.584906	-0.690141	-0.724138	-0.321949	0.338486	-0.265999	-0.627409	0.276316	0.224054	0.123003	0.175258	0.047244	0.032680	1.000000
-0.133986	-0.258032	-0.111188	-0.444072	0.163636	0.122699	-0.194379	0.024876	0.111111	0.021277	-0.668961	-0.684862	-0.708147	-0.823018	-0.655172	-0.654135	-0.838384	-0.509434	-0.746479	-0.793103	-0.072928	0.037313	-0.139499	-0.444652	0.421053	-0.231814	-0.236422	0.422680	-0.153543	-0.228758	1.000000
-0.379147	-0.685492	-0.396448	-0.641315	-0.181818	-0.619632	-0.686183	-0.522388	-0.171717	-0.659574	-0.885549	-0.810387	-0.877397	-0.937400	-0.586207	-0.804511	-0.878788	-0.509434	-0.661972	-0.931034	-0.489150	-0.614072	-0.509039	-0.741447	-0.039474	-0.709020	-0.618211	-0.113402	-0.440945	-0.764706	-1.000000
-0.540063	-0.391951	-0.528160	-0.747953	0.054545	-0.184049	-0.428571	-0.482587	0.252525	0.191489	-0.731981	-0.703867	-0.743863	-0.872252	-0.724138	-0.518797	-0.787879	-0.622642	-0.577465	-0.655172	-0.367485	-0.141791	-0.312814	-0.654198	0.223684	0.068865	0.111821	0.065292	0.259843	0.111111	1.000000
-0.241895	0.047683	-0.284776	-0.528908	-0.254545	-0.803681	-0.887588	-0.711443	-0.494949	-0.787234	-0.201739	-0.192044	-0.310182	-0.629442	-0.655172	-0.864662	-0.909091	-0.283019	-1.000000	-0.931034	-0.497688	-0.297441	-0.550476	-0.747542	-0.697368	-0.953443	-0.961661	-0.800687	-1.000000	-1.000000	1.000000
-0.403758	-0.285086	-0.398383	-0.659215	-0.072727	-0.233129	-0.540984	-0.383085	-0.080808	-0.234043	-0.813111	-0.794475	-0.842624	-0.908375	-0.793103	-0.714286	-0.888889	-0.622642	-0.746479	-0.862069	-0.327641	-0.148188	-0.375567	-0.645104	0.078947	-0.330747	-0.415335	0.024055	-0.141732	-0.372549	1.000000
-0.383880	-0.148461	-0.404049	-0.645811	-0.363636	-0.644172	-0.775176	-0.661692	-0.242424	-0.702128	-0.911626	-0.561105	-0.907836	-0.949951	-0.862069	-0.819549	-0.893939	-0.547170	-0.774648	-0.931034	-0.486304	0.055437	-0.516012	-0.747542	-0.407895	-0.720660	-0.635783	-0.120275	-0.484252	-0.816993	-1.000000
-0.231483	-0.167399	-0.261005	-0.517031	-0.309091	-0.680982	-0.751756	-0.671642	-0.434343	-0.702128	-0.856574	-0.790497	-0.873722	-0.913679	-0.793103	-0.879699	-0.919192	-0.660377	-0.915493	-0.931034	-0.276414	0.048507	-0.329747	-0.584742	-0.105263	-0.652764	-0.567093	0.051546	-0.559055	-0.686275	1.000000
-0.261773	-0.037538	-0.259070	-0.554783	0.163636	-0.208589	-0.405152	-0.104478	-0.101010	-0.276596	-0.821804	-0.592928	-0.840456	-0.893769	-0.655172	-0.684211	-0.883838	-0.547170	-0.690141	-0.862069	-0.332622	0.139126	-0.360626	-0.636306	0.236842	-0.388943	-0.517572	0.106529	-0.307087	-0.555556	1.000000
-0.764873	-0.235712	-0.774445	-0.893192	-0.072727	-0.638037	-0.896956	-0.850746	-0.333333	-0.191489	-0.910902	-0.270276	-0.914904	-0.972364	-0.379310	-0.759398	-0.914141	-0.660377	-0.577465	-0.793103	-0.823550	0.041578	-0.834454	-0.928480	0.105263	-0.730359	-0.849840	-0.553265	-0.480315	-0.516340	-1.000000
-0.590231	-0.368955	-0.612881	-0.787402	-0.490909	-0.828221	-0.826698	-0.781095	-0.535354	-0.702128	-0.883376	-0.742320	-0.898789	-0.957609	-0.517241	-0.894737	-0.893939	-0.660377	-0.605634	-0.931034	-0.686944	-0.369936	-0.725186	-0.861630	-0.236842	-0.875849	-0.769968	-0.518900	-0.669291	-0.856209	-1.000000
0.047754	-0.564423	0.056043	-0.268293	-0.036364	0.202454	-0.213115	0.074627	0.101010	-0.276596	-0.370518	-0.916022	-0.476606	-0.521859	-0.586207	-0.157895	-0.762626	-0.207547	-0.492958	-0.586207	0.028815	-0.632729	-0.007022	-0.299646	0.013158	0.039767	-0.394569	0.443299	-0.137795	-0.267974	1.000000
-0.576980	-0.238417	-0.585101	-0.781124	0.036364	-0.539877	-0.784543	-0.781095	-0.212121	-0.148936	-0.845708	-0.198232	-0.875607	-0.933440	-0.448276	-0.774436	-0.868687	-0.698113	-0.718310	-0.793103	-0.631448	0.073561	-0.660142	-0.832924	0.118421	-0.726479	-0.718850	-0.580756	-0.527559	-0.555556	-1.000000
0.726442	0.028069	0.765047	0.471474	-0.036364	0.515337	0.564403	0.830846	-0.222222	-0.234043	-0.431365	-0.507624	-0.375677	-0.577144	-0.586207	-0.172932	-0.712121	-0.245283	-0.915493	-0.655172	0.570260	0.151386	0.606554	0.168305	0.131579	0.127061	0.035144	0.972509	-0.685039	-0.346405	1.000000
-0.275025	-0.625972	-0.281598	-0.568696	0.090909	-0.294479	-0.531616	-0.293532	0.070707	-0.446809	-0.710250	-0.833370	-0.711916	-0.865677	-0.724138	-0.368421	-0.777778	-0.396226	-0.549296	-0.724138	-0.401636	-0.668443	-0.412421	-0.696028	-0.250000	-0.452958	-0.584665	-0.037801	-0.374016	-0.607843	-1.000000
